Player id,Player,Position,Number,D.O.B,Age,Height (cm),Caps,International goals,Plays in home country?,Day,Month,Year
349572,Jaimen AYOVI,Forward,17,21.02.1988,26,186,30,9,FALSE,21,2,1988
312868,OSCAR,Midfielder,11,09.09.1991,22,181,30,9,FALSE,9,9,1991
349512,Carlos BACCA,Forward,17,08.09.1986,27,181,10,3,FALSE,8,9,1986
366573,Saphir TAIDER,Midfielder,19,29.02.1992,22,179,10,3,FALSE,29,2,1992
184616,Arjen ROBBEN,Forward,11,23.01.1984,30,180,74,22,FALSE,23,1,1984
313832,Jackson MARTINEZ,Forward,21,03.10.1986,27,186,27,8,FALSE,3,10,1986
330689,JI Dongwon,Midfielder,19,28.05.1991,23,186,27,8,FALSE,28,5,1991
238072,Jozy ALTIDORE,Forward,17,06.11.1989,24,185,68,20,FALSE,6,11,1989
313874,Esteban PAREDES,Forward,22,01.08.1980,33,179,34,10,TRUE,1,8,1980
297383,Roman SHIROKOV,Midfielder,15,06.07.1981,32,183,41,12,TRUE,6,7,1981
297103,Karim BENZEMA,Forward,10,19.12.1987,26,185,65,19,FALSE,19,12,1987
297839,Konan YA,Midfielder,13,22.05.1984,30,174,24,7,FALSE,22,5,1984
268149,LEE Keunho,Forward,11,11.04.1985,29,177,63,18,TRUE,11,4,1985
274090,Victor MOSES,Forward,11,12.12.1990,23,177,21,6,FALSE,12,12,1990
184291,Maxi RODRIGUEZ,Midfielder,11,02.01.1981,33,180,53,15,TRUE,2,1,1981
185385,Frank LAMPARD,Midfielder,8,20.06.1978,36,181,103,29,TRUE,20,6,1978
307529,Joel CAMPBELL,Forward,9,26.06.1992,21,178,32,9,FALSE,26,6,1992
177927,Antonio CASSANO,Forward,10,12.07.1982,31,175,36,10,TRUE,12,7,1982
319358,Sofiane FEGHOULI,Forward,10,26.12.1989,24,177,18,5,FALSE,26,12,1989
267811,Juan MATA,Forward,13,28.04.1988,26,171,33,9,FALSE,28,4,1988
321653,Xherdan SHAQIRI,Midfielder,23,10.10.1991,22,169,33,9,FALSE,10,10,1991
185641,Javad NEKOUNAM,Midfielder,6,07.09.1980,33,188,137,37,FALSE,7,9,1980
215002,Wesley SNEIJDER,Midfielder,10,09.06.1984,30,171,98,26,FALSE,9,6,1984
375518,Mario MANDZUKIC,Forward,17,21.05.1986,28,188,49,13,FALSE,21,5,1986
318172,HULK,Forward,7,25.07.1986,27,179,34,9,FALSE,25,7,1986
183000,Sulley MUNTARI,Midfielder,11,27.08.1984,29,179,80,21,FALSE,27,8,1984
318768,Konstantinos MITROGLOU,Forward,9,12.03.1988,26,188,31,8,FALSE,12,3,1988
200176,David SILVA,Midfielder,21,08.01.1986,28,170,79,20,FALSE,8,1,1986
290186,GERVINHO,Forward,10,27.05.1987,27,179,52,13,FALSE,27,5,1987
302539,Alan DZAGOEV,Midfielder,10,17.06.1990,24,178,32,8,TRUE,17,6,1990
309316,Mario GOETZE,Forward,19,03.06.1992,22,176,28,7,TRUE,3,6,1992
307849,SON Heungmin,Midfielder,9,08.07.1992,21,183,24,6,FALSE,8,7,1992
367393,Majeed WARIS,Forward,18,19.09.1991,22,172,12,3,FALSE,19,9,1991
375459,Fidel MARTINEZ,Midfielder,20,15.02.1990,24,176,8,2,FALSE,15,2,1990
367347,Aron JOHANNSSON,Forward,9,10.11.1990,23,182,8,2,FALSE,10,11,1990
356403,Izet HAJROVIC,Midfielder,20,04.08.1991,22,177,8,2,FALSE,4,8,1991
275112,Manabu SAITO,Forward,20,04.04.1990,24,169,4,1,TRUE,4,4,1990
319438,Georginio WIJNALDUM,Midfielder,20,11.11.1990,23,175,4,1,TRUE,11,11,1990
359235,Lorenzo INSIGNE,Forward,22,04.06.1991,23,163,4,1,TRUE,4,6,1991
379972,Acquah AFRIYIE,Midfielder,6,01.05.1992,22,162,4,1,FALSE,1,5,1992
369058,Ante REBIC,Forward,16,21.09.1993,20,185,4,1,FALSE,21,9,1993
217313,Dirk KUYT,Forward,15,22.07.1980,33,184,98,24,FALSE,22,7,1980
358015,Olivier GIROUD,Forward,9,30.09.1986,27,192,29,7,FALSE,30,9,1986
358048,Alexander KOKORIN,Forward,9,19.03.1991,23,182,21,5,TRUE,19,3,1991
196752,Bastian SCHWEINSTEIGER,Midfielder,7,01.08.1984,29,183,101,23,TRUE,1,8,1984
358120,Kevin DE BRUYNE,Midfielder,7,28.06.1991,22,181,22,5,FALSE,28,6,1991
330659,Karim ANSARI FARD,Forward,10,03.04.1990,24,185,40,9,TRUE,3,4,1990
300235,Victor FAYZULIN,Midfielder,20,22.04.1986,28,176,18,4,TRUE,22,4,1986
213953,Jerry PALACIOS,Midfielder,9,13.05.1982,32,181,23,5,FALSE,13,5,1982
356198,Alex OXLADE CHAMBERLAIN,Midfielder,15,15.08.1993,20,180,14,3,TRUE,15,8,1993
236530,Celso BORGES,Midfielder,5,27.05.1988,26,184,61,13,FALSE,27,5,1988
214876,Bryan RUIZ,Forward,10,18.08.1985,28,187,62,13,FALSE,18,8,1985
299878,Loic REMY,Forward,20,02.01.1987,27,185,24,5,FALSE,2,1,1987
234551,Giovani DOS SANTOS,Forward,10,11.05.1989,25,179,73,15,FALSE,11,5,1989
237058,Randall BRENES,Forward,14,13.08.1983,30,170,39,8,TRUE,13,8,1983
290452,Jefferson MONTERO,Midfielder,7,01.09.1989,24,170,39,8,FALSE,1,9,1989
290903,Kevin MIRALLAS,Forward,11,05.10.1987,26,179,44,9,FALSE,5,10,1987
266800,Angel DI MARIA,Midfielder,7,14.02.1988,26,178,45,9,FALSE,14,2,1988
362727,PAULINHO,Midfielder,8,25.07.1988,25,181,25,5,FALSE,25,7,1988
306954,Jordi ALBA,Defender,18,21.03.1989,25,170,25,5,TRUE,21,3,1989
367388,Paul POGBA,Midfielder,19,15.03.1993,21,192,10,2,FALSE,15,3,1993
359217,Marco VERRATTI,Midfielder,23,05.11.1992,21,168,5,1,FALSE,5,11,1992
379886,Alireza JAHAN BAKHSH,Forward,9,11.08.1993,20,181,5,1,FALSE,11,8,1993
187258,Ivica OLIC,Forward,18,14.09.1979,34,183,91,18,FALSE,14,9,1979
248373,Franck RIBERY,Forward,7,07.04.1983,31,175,81,16,FALSE,7,4,1983
198106,Yaya TOURE,Midfielder,19,13.05.1983,31,189,82,16,FALSE,13,5,1983
254167,NANI,Forward,17,17.11.1986,27,175,73,14,FALSE,17,11,1986
214961,Steven GERRARD,Midfielder,4,30.05.1980,34,185,110,21,TRUE,30,5,1980
269058,James RODRIGUEZ,Midfielder,10,12.07.1991,22,180,21,4,FALSE,12,7,1991
210704,Darijo SRNA,Defender,11,01.05.1982,32,182,111,21,FALSE,1,5,1982
216435,Alexander SAMEDOV,Forward,19,19.07.1984,29,178,16,3,TRUE,19,7,1984
254166,VARELA,Forward,18,02.02.1985,29,180,22,4,TRUE,2,2,1985
355997,Christian ATSU,Midfielder,7,10.01.1992,22,165,22,4,FALSE,10,1,1992
178299,Mark BRESCIANO,Midfielder,23,11.02.1980,34,182,73,13,FALSE,11,2,1980
297705,Santi CAZORLA,Midfielder,20,13.12.1984,29,169,63,11,FALSE,13,12,1984
356731,Raul JIMENEZ,Forward,9,05.05.1991,23,186,23,4,TRUE,5,5,1991
215513,Dimitrios SALPINGIDIS,Forward,14,18.08.1981,32,171,75,13,TRUE,18,8,1981
214228,Peter ODEMWINGIE,Forward,8,15.07.1981,32,181,60,10,FALSE,15,7,1981
299198,Miralem PJANIC,Midfielder,8,02.04.1990,24,180,48,8,FALSE,2,4,1990
358024,Ioannis FETFATZIDIS,Forward,18,21.12.1990,23,164,18,3,FALSE,21,12,1990
367913,DANTE,Defender,13,18.10.1983,30,189,12,2,FALSE,18,10,1983
196897,Kevin Prince BOATENG,Forward,9,06.03.1987,27,182,12,2,FALSE,6,3,1987
371044,Miguel LAYUN,Defender,7,25.06.1988,25,178,12,2,TRUE,25,6,1988
353235,Jordan AYEW,Forward,13,11.09.1991,22,160,12,2,FALSE,11,9,1991
208016,FERNANDINHO,Midfielder,5,04.05.1985,29,179,6,1,FALSE,4,5,1985
316997,Enzo PEREZ,Midfielder,8,22.02.1986,28,177,6,1,FALSE,22,2,1986
356407,Michael LANG,Defender,6,08.02.1991,23,185,6,1,TRUE,8,2,1991
178842,Edison MENDEZ,Midfielder,8,16.03.1979,35,175,110,18,FALSE,16,3,1979
290902,Marouane FELLAINI,Midfielder,8,22.11.1987,26,194,50,8,FALSE,22,11,1987
201787,Mauricio PINILLA,Forward,9,04.02.1984,30,185,25,4,FALSE,4,2,1984
209119,Daniele DE ROSSI,Midfielder,16,24.07.1983,30,182,94,15,TRUE,24,7,1983
175524,Michael ESSIEN,Midfielder,5,03.12.1982,31,180,57,9,FALSE,3,12,1982
312672,Mix DISKERUD,Midfielder,10,02.10.1990,23,182,19,3,FALSE,2,10,1990
316117,Nikica JELAVIC,Forward,9,27.08.1985,28,187,32,5,FALSE,27,8,1985
311558,Granit XHAKA,Midfielder,10,27.09.1992,21,183,26,4,FALSE,27,9,1992
217117,Carlos VALDES,Defender,23,22.05.1985,29,189,13,2,FALSE,22,5,1985
297106,Mathieu VALBUENA,Midfielder,8,28.09.1984,29,167,33,5,TRUE,28,9,1984
267543,Arturo VIDAL,Midfielder,8,22.05.1987,27,178,53,8,FALSE,22,5,1987
358108,Nacer CHADLI,Midfielder,22,02.08.1989,24,187,20,3,FALSE,2,8,1989
274946,Emmanuel AGYEMANG BADU,Midfielder,8,02.12.1990,23,173,47,7,FALSE,2,12,1990
175498,DaMarcus BEASLEY,Defender,7,24.05.1982,32,170,115,17,FALSE,24,5,1982
200179,Cesc FABREGAS,Midfielder,10,04.05.1987,27,175,88,13,TRUE,4,5,1987
296633,Ivan RAKITIC,Midfielder,7,10.03.1988,26,184,61,9,FALSE,10,3,1988
212410,KWAK Taehwi,Defender,4,08.07.1981,32,185,34,5,FALSE,8,7,1981
215623,Alberto AQUILANI,Midfielder,14,07.07.1984,29,184,34,5,TRUE,7,7,1984
233531,Michael BRADLEY,Midfielder,4,31.07.1987,26,185,84,12,FALSE,31,7,1987
233167,Haris MEDUNJANIN,Midfielder,18,08.03.1985,29,188,35,5,FALSE,8,3,1985
207906,JUANFRAN,Defender,5,09.01.1985,29,180,7,1,TRUE,9,1,1985
298892,Augusto FERNANDEZ,Midfielder,13,10.04.1986,28,177,7,1,FALSE,10,4,1986
354875,Abdelmoumene DJABOU,Forward,18,31.01.1987,27,168,7,1,FALSE,31,1,1987
372989,Ermin BICAKCIC,Defender,3,24.01.1990,24,185,7,1,FALSE,24,1,1990
321697,Mathew LECKIE,Forward,7,04.02.1991,23,181,7,1,FALSE,4,2,1991
367396,Fabrice OLINGA,Forward,19,12.05.1996,18,177,7,1,FALSE,12,5,1996
251352,Andres GUARDADO,Defender,18,28.09.1986,27,167,101,14,FALSE,28,9,1986
229392,Ezequiel LAVEZZI,Forward,22,03.05.1985,29,173,29,4,FALSE,3,5,1985
207528,Xabi ALONSO,Midfielder,14,25.11.1981,32,183,109,15,TRUE,25,11,1981
210214,RAUL MEIRELES,Midfielder,16,17.03.1983,31,179,73,10,FALSE,17,3,1983
360728,Graham ZUSI,Midfielder,19,18.08.1986,27,177,22,3,TRUE,18,8,1986
209979,Tranquillo BARNETTA,Midfielder,7,22.05.1985,29,178,74,10,FALSE,22,5,1985
344714,Ahmed MUSA,Forward,7,14.10.1992,21,176,37,5,FALSE,14,10,1992
273996,Eden HAZARD,Midfielder,10,07.01.1991,23,172,45,6,FALSE,7,1,1991
218284,MARCELO,Defender,6,12.05.1988,26,174,30,4,FALSE,12,5,1988
358736,Bruno MARTINS INDI,Defender,4,08.02.1992,22,186,15,2,TRUE,8,2,1992
305764,Gary CAHILL,Defender,5,19.12.1985,28,191,23,3,TRUE,19,12,1985
210213,BRUNO ALVES,Defender,2,27.11.1981,32,187,71,9,FALSE,27,11,1981
375523,Daniel VAN BUYTEN,Defender,15,07.02.1978,36,196,79,10,FALSE,7,2,1978
178119,Rafael MARQUEZ,Defender,4,13.02.1979,35,184,119,15,TRUE,13,2,1979
183857,Andres INIESTA,Midfielder,6,11.05.1984,30,170,96,12,TRUE,11,5,1984
297331,Valentin STOCKER,Midfielder,14,12.04.1989,25,179,24,3,TRUE,12,4,1989
349592,Eugenio MENA,Defender,2,18.07.1988,25,174,24,3,FALSE,18,7,1988
296118,Benjamin MOUKANDJO,Forward,8,12.11.1988,25,178,16,2,FALSE,12,11,1988
349517,Victor IBARBO,Forward,14,19.05.1990,24,188,8,1,FALSE,19,5,1990
177876,Andrea PIRLO,Midfielder,21,19.05.1979,35,177,108,13,TRUE,19,5,1979
353119,Max GRADEL,Midfielder,15,30.11.1987,26,177,25,3,FALSE,30,11,1987
275162,Toni KROOS,Midfielder,18,04.01.1990,24,182,43,5,TRUE,4,1,1990
358049,Denis GLUSHAKOV,Midfielder,8,27.01.1987,27,182,26,3,TRUE,27,1,1987
305378,Nicolas LODEIRO,Midfielder,14,21.03.1989,25,173,26,3,FALSE,21,3,1989
202544,Antonio VALENCIA,Midfielder,16,04.08.1985,28,180,70,8,FALSE,4,8,1985
184545,Segundo CASTILLO,Midfielder,14,15.05.1982,32,180,81,9,FALSE,15,5,1982
216567,Cristian RODRIGUEZ,Midfielder,7,30.09.1985,28,178,72,8,FALSE,30,9,1985
268414,LEE Chungyong,Midfielder,17,02.07.1988,25,180,54,6,FALSE,2,7,1988
289195,Paul AGUILAR,Defender,22,06.03.1986,28,178,27,3,TRUE,6,3,1986
321745,KIM Shinwook,Forward,18,14.04.1988,26,196,27,3,TRUE,14,4,1988
309714,Juan CUADRADO,Midfielder,11,26.05.1988,26,178,27,3,FALSE,26,5,1988
291389,KIM Bokyung,Midfielder,7,06.10.1989,24,178,27,3,FALSE,6,10,1989
274135,Mamadou SAKHO,Defender,5,13.02.1990,24,186,18,2,FALSE,13,2,1990
295153,Ahmad ALNAMEH,Defender,17,20.10.1982,31,189,9,1,TRUE,20,10,1982
268594,Masato MORISHIGE,Defender,6,21.05.1987,27,183,9,1,TRUE,21,5,1987
369990,Rony MARTINEZ,Forward,16,16.10.1987,26,171,9,1,TRUE,16,10,1987
336837,Diego CALVO,Midfielder,20,25.03.1991,23,178,9,1,FALSE,25,3,1991
297112,Georgios SAMARAS,Forward,7,21.02.1985,29,192,73,8,FALSE,21,2,1985
241559,Luka MODRIC,Midfielder,10,09.09.1985,28,173,74,8,FALSE,9,9,1985
228336,Vasileios TOROSIDIS,Defender,15,10.06.1985,29,185,65,7,FALSE,10,6,1985
229502,Alvaro PEREIRA,Midfielder,6,28.11.1985,28,182,56,6,FALSE,28,11,1985
359381,Ivan PERISIC,Midfielder,4,02.02.1989,25,187,28,3,FALSE,2,2,1989
349574,Michael ARROYO,Midfielder,15,23.04.1987,27,178,19,2,FALSE,23,4,1987
198243,Abel AGUILAR,Midfielder,8,06.01.1985,29,187,48,5,FALSE,6,1,1985
290821,Axel WITSEL,Midfielder,6,12.01.1989,25,183,48,5,FALSE,12,1,1989
237949,Andranik TIMOTIAN,Midfielder,14,06.03.1983,31,178,77,8,TRUE,6,3,1983
298582,John BOYE,Defender,21,23.04.1987,27,160,29,3,FALSE,23,4,1987
213170,Masoud SHOJAEI,Forward,7,09.06.1984,30,185,49,5,FALSE,9,6,1984
358011,Mathieu DEBUCHY,Defender,2,28.07.1985,28,178,20,2,FALSE,28,7,1985
318150,Charles ARANGUIZ,Midfielder,20,17.04.1989,25,171,20,2,FALSE,17,4,1989
290605,James TROISI,Midfielder,14,03.07.1988,25,177,10,1,TRUE,3,7,1988
356669,BERNARD,Forward,20,08.09.1992,21,166,10,1,FALSE,8,9,1992
181406,MAICON,Defender,23,26.07.1981,32,186,71,7,FALSE,26,7,1981
227839,Marvin CHAVEZ,Midfielder,10,03.11.1983,30,156,41,4,FALSE,3,11,1983
304934,Roger ESPINOZA,Midfielder,15,25.10.1986,27,180,41,4,FALSE,25,10,1986
239433,Diego LUGANO,Defender,2,02.11.1980,33,188,93,9,FALSE,2,11,1980
300407,Sejad SALIHOVIC,Midfielder,23,08.10.1984,29,182,42,4,FALSE,8,10,1984
298959,RAMIRES,Midfielder,16,24.03.1987,27,181,42,4,FALSE,24,3,1987
230739,Rodrigo PALACIO,Forward,18,05.02.1982,32,175,21,2,FALSE,5,2,1982
209989,Philippe SENDEROS,Defender,4,14.02.1985,29,190,53,5,FALSE,14,2,1985
197514,Mile JEDINAK,Midfielder,15,03.08.1984,29,188,43,4,FALSE,3,8,1984
177855,Xavi HERNANDEZ,Midfielder,8,25.01.1980,34,170,131,12,TRUE,25,1,1980
300402,Senijad IBRICIC,Midfielder,17,26.09.1985,28,185,44,4,FALSE,26,9,1985
290800,Dario VIDOSIC,Midfielder,20,08.04.1987,27,185,22,2,FALSE,8,4,1987
365464,Juan MONTES,Defender,4,26.12.1985,28,196,11,1,TRUE,26,12,1985
311554,Haris SEFEROVIC,Forward,9,22.02.1992,22,187,11,1,FALSE,22,2,1992
358692,Julian DRAXLER,Midfielder,14,20.09.1993,20,185,11,1,TRUE,20,9,1993
184447,Walter AYOVI,Midfielder,10,11.08.1979,34,173,89,8,FALSE,11,8,1979
180936,Yoshito OKUBO,Forward,13,09.06.1982,32,170,56,5,TRUE,9,6,1982
290825,Moussa DEMBELE,Midfielder,19,16.07.1987,26,185,56,5,FALSE,16,7,1987
196900,Sami KHEDIRA,Midfielder,6,04.04.1987,27,189,45,4,FALSE,4,4,1987
268406,KI Sungyueng,Midfielder,16,24.01.1989,25,186,58,5,FALSE,24,1,1989
294620,Andre AYEW,Midfielder,10,17.12.1989,24,175,47,4,FALSE,17,12,1989
177768,Yasuhito ENDO,Midfielder,7,28.01.1980,34,178,143,12,TRUE,28,1,1980
218253,Carlos SALCIDO,Defender,3,02.04.1980,34,176,120,10,TRUE,2,4,1980
209502,Jean BEAUSEJOUR,Midfielder,15,01.06.1984,30,178,60,5,FALSE,1,6,1984
267527,Gary MEDEL,Defender,17,03.08.1987,26,171,60,5,FALSE,3,8,1987
296297,Mario MARTINEZ,Midfielder,23,30.07.1989,24,173,36,3,TRUE,30,7,1989
183882,Hassan YEBDA,Midfielder,7,14.05.1984,30,188,24,2,FALSE,14,5,1984
239424,HERNANES,Midfielder,18,29.05.1985,29,180,24,2,FALSE,29,5,1985
358114,Dries MERTENS,Midfielder,14,06.05.1987,27,164,24,2,FALSE,6,5,1987
318034,Federico FERNANDEZ,Defender,17,21.02.1989,25,190,24,2,FALSE,21,2,1989
312432,Dejan LOVREN,Defender,6,05.07.1989,24,188,24,2,FALSE,5,7,1989
323698,Vincent ABOUBAKAR,Forward,10,22.01.1992,22,176,24,2,FALSE,22,1,1992
261029,Gokhan INLER,Midfielder,8,27.06.1984,29,181,73,6,FALSE,27,6,1984
214887,Konstantinos KATSOURANIS,Midfielder,21,21.06.1979,35,183,110,9,TRUE,21,6,1979
190962,DANI ALVES,Defender,2,06.05.1983,31,175,74,6,FALSE,6,5,1983
271182,Michael BARRANTES,Midfielder,11,04.10.1983,30,177,50,4,FALSE,4,10,1983
299960,Phil JAGIELKA,Defender,6,17.08.1982,31,183,25,2,TRUE,17,8,1982
200847,Adrian RAMOS,Forward,19,22.01.1986,28,184,25,2,FALSE,22,1,1986
281252,Fabian ORELLANA,Forward,14,27.01.1986,28,168,25,2,FALSE,27,1,1986
196605,Stephan LICHTSTEINER,Defender,2,16.01.1984,30,180,63,5,FALSE,16,1,1984
216814,Sergio RAMOS,Defender,15,30.03.1986,28,183,115,9,TRUE,30,3,1986
216874,Nicolas LOMBAERTS,Defender,18,20.03.1985,29,188,26,2,FALSE,20,3,1985
356162,Esseid BELKALEM,Defender,4,01.01.1989,25,190,13,1,FALSE,1,1,1989
